,Station,Month,Daily Rainfall Total (mm),Maximum Temperature (°C),Minimum Temperature (°C),Dengue Clusters,Date,Latitude,Longitude
312,Marina Barrage,6.0,0.0,32.8,28.1,0,2013-06-13,1.2799,103.8703
313,Newton,6.0,0.0,32.7,28.0,0,2013-06-13,1.3106,103.8365
314,Pasir Panjang,6.0,0.0,32.4,29.3,0,2013-06-13,1.281,103.754
315,Paya Lebar,6.0,0.0,34.6,28.3,0,2013-06-13,1.3524,103.9007
316,Pulau Ubin,6.0,0.0,34.1,25.1,0,2013-06-13,1.4168,103.9673
317,Seletar,6.0,0.0,34.6,26.8,0,2013-06-13,1.4166,103.8654
318,Semakau Island,6.0,0.0,31.8,29.5,0,2013-06-13,1.189,103.768
319,Sembawang,6.0,0.0,33.8,24.5,0,2013-06-13,1.4252,103.8202
320,Sentosa Island,6.0,0.0,32.3,28.4,0,2013-06-13,1.25,103.8279
321,Tai Seng,6.0,0.0,34.0,28.3,0,2013-06-13,1.3399,103.8878
322,Tuas South,6.0,0.0,32.7,28.1,0,2013-06-13,1.2938,103.6184
323,Admiralty,6.0,0.0,32.6,28.0,0,2013-06-14,1.4439,103.7854
324,Ang Mo Kio,6.0,0.0,33.5,28.4,0,2013-06-14,1.3764,103.8492
325,Changi,6.0,0.0,32.5,28.0,0,2013-06-14,1.3678,103.9826
326,Choa Chu Kang (South),6.0,0.0,33.0,26.9,0,2013-06-14,1.3729,103.7224
327,Clementi,6.0,0.0,32.7,28.1,0,2013-06-14,1.3337,103.7768
328,East Coast Parkway,6.0,0.0,31.2,28.9,0,2013-06-14,1.3134,103.9619
329,Jurong (West),6.0,0.0,32.9,28.0,0,2013-06-14,1.3455,103.6806
330,Jurong Island,6.0,0.0,33.6,29.0,0,2013-06-14,1.2542,103.6741
331,Marina Barrage,6.0,0.0,33.2,28.7,0,2013-06-14,1.2799,103.8703
332,Newton,6.0,0.0,32.4,28.6,0,2013-06-14,1.3106,103.8365
333,Pasir Panjang,6.0,0.0,32.1,29.6,0,2013-06-14,1.281,103.754
334,Paya Lebar,6.0,0.0,34.4,28.7,0,2013-06-14,1.3524,103.9007
335,Pulau Ubin,6.0,0.0,33.8,26.1,0,2013-06-14,1.4168,103.9673
336,Seletar,6.0,0.0,34.7,27.7,0,2013-06-14,1.4166,103.8654
337,Semakau Island,6.0,0.0,31.5,29.6,0,2013-06-14,1.189,103.768
338,Sembawang,6.0,0.0,33.4,25.3,0,2013-06-14,1.4252,103.8202
339,Sentosa Island,6.0,0.0,32.6,28.3,0,2013-06-14,1.25,103.8279
340,Tai Seng,6.0,0.0,33.7,29.5,0,2013-06-14,1.3399,103.8878
341,Tuas South,6.0,0.0,32.4,28.9,0,2013-06-14,1.2938,103.6184
342,Admiralty,6.0,0.0,33.4,27.8,0,2013-06-15,1.4439,103.7854
343,Ang Mo Kio,6.0,0.0,33.9,27.7,0,2013-06-15,1.3764,103.8492
344,Changi,6.0,0.0,33.6,27.8,0,2013-06-15,1.3678,103.9826
345,Choa Chu Kang (South),6.0,0.0,34.1,26.6,0,2013-06-15,1.3729,103.7224
346,Clementi,6.0,0.0,33.0,27.8,0,2013-06-15,1.3337,103.7768
347,East Coast Parkway,6.0,0.0,31.3,29.4,0,2013-06-15,1.3134,103.9619
348,Jurong (West),6.0,0.0,33.3,28.3,0,2013-06-15,1.3455,103.6806
349,Jurong Island,6.0,0.0,33.2,28.8,0,2013-06-15,1.2542,103.6741
350,Marina Barrage,6.0,0.0,33.6,28.8,0,2013-06-15,1.2799,103.8703
351,Newton,6.0,0.0,33.3,28.3,0,2013-06-15,1.3106,103.8365
352,Pasir Panjang,6.0,0.0,31.8,29.5,0,2013-06-15,1.281,103.754
353,Paya Lebar,6.0,0.0,34.8,28.9,0,2013-06-15,1.3524,103.9007
354,Pulau Ubin,6.0,0.0,34.2,26.3,0,2013-06-15,1.4168,103.9673
355,Seletar,6.0,0.0,35.4,27.6,0,2013-06-15,1.4166,103.8654
356,Semakau Island,6.0,0.0,31.9,29.6,0,2013-06-15,1.189,103.768
357,Sembawang,6.0,0.0,33.9,24.9,0,2013-06-15,1.4252,103.8202
358,Sentosa Island,6.0,0.0,32.9,28.6,0,2013-06-15,1.25,103.8279
359,Tai Seng,6.0,0.0,34.1,29.3,0,2013-06-15,1.3399,103.8878
360,Tuas South,6.0,0.0,32.4,28.7,0,2013-06-15,1.2938,103.6184
361,Admiralty,6.0,2.8,33.5,26.9,0,2013-06-16,1.4439,103.7854
362,Ang Mo Kio,6.0,1.0,34.1,27.0,0,2013-06-16,1.3764,103.8492
363,Changi,6.0,16.2,32.5,25.8,0,2013-06-16,1.3678,103.9826
364,Choa Chu Kang (South),6.0,0.2,34.0,26.9,0,2013-06-16,1.3729,103.7224
365,Clementi,6.0,4.0,33.3,26.1,0,2013-06-16,1.3337,103.7768
366,East Coast Parkway,6.0,6.8,31.3,25.8,0,2013-06-16,1.3134,103.9619
367,Jurong (West),6.0,1.6,33.9,26.1,0,2013-06-16,1.3455,103.6806
368,Jurong Island,6.0,8.0,33.7,24.9,0,2013-06-16,1.2542,103.6741
369,Marina Barrage,6.0,17.6,33.3,24.5,0,2013-06-16,1.2799,103.8703
370,Newton,6.0,4.2,33.5,25.5,0,2013-06-16,1.3106,103.8365
371,Pasir Panjang,6.0,2.8,32.0,26.8,0,2013-06-16,1.281,103.754
372,Paya Lebar,6.0,4.8,34.5,28.3,0,2013-06-16,1.3524,103.9007
373,Pulau Ubin,6.0,1.2,34.3,26.0,0,2013-06-16,1.4168,103.9673
374,Seletar,6.0,6.6,35.3,26.9,0,2013-06-16,1.4166,103.8654
375,Semakau Island,6.0,5.2,31.8,26.8,0,2013-06-16,1.189,103.768
376,Sembawang,6.0,3.5,34.2,25.3,0,2013-06-16,1.4252,103.8202
377,Sentosa Island,6.0,13.4,32.6,25.2,0,2013-06-16,1.25,103.8279
378,Tai Seng,6.0,4.0,34.1,27.0,0,2013-06-16,1.3399,103.8878
379,Tuas South,6.0,8.8,32.3,25.9,0,2013-06-16,1.2938,103.6184
380,Admiralty,6.0,0.0,31.5,26.2,0,2013-06-17,1.4439,103.7854
381,Ang Mo Kio,6.0,0.0,32.8,26.8,36,2013-06-17,1.3764,103.8492
382,Changi,6.0,0.0,33.2,25.9,210,2013-06-17,1.3678,103.9826
383,Choa Chu Kang (South),6.0,0.0,32.4,26.2,144,2013-06-17,1.3729,103.7224
384,Clementi,6.0,0.0,31.9,26.9,17,2013-06-17,1.3337,103.7768
385,East Coast Parkway,6.0,0.2,31.8,26.2,30,2013-06-17,1.3134,103.9619
386,Jurong (West),6.0,0.0,32.0,26.3,30,2013-06-17,1.3455,103.6806
387,Jurong Island,6.0,0.0,32.5,27.9,0,2013-06-17,1.2542,103.6741
388,Marina Barrage,6.0,0.0,33.8,25.7,1,2013-06-17,1.2799,103.8703
389,Newton,6.0,0.0,32.1,26.4,54,2013-06-17,1.3106,103.8365
390,Pasir Panjang,6.0,0.0,31.9,28.2,1,2013-06-17,1.281,103.754
391,Paya Lebar,6.0,0.0,33.9,27.0,252,2013-06-17,1.3524,103.9007
392,Pulau Ubin,6.0,0.0,32.6,25.4,0,2013-06-17,1.4168,103.9673
393,Seletar,6.0,0.0,33.1,26.8,0,2013-06-17,1.4166,103.8654
394,Semakau Island,6.0,0.0,31.2,28.1,0,2013-06-17,1.189,103.768
395,Sembawang,6.0,0.0,32.3,25.3,111,2013-06-17,1.4252,103.8202
396,Sentosa Island,6.0,0.0,32.1,25.6,0,2013-06-17,1.25,103.8279
397,Tai Seng,6.0,0.0,33.4,27.4,54,2013-06-17,1.3399,103.8878
398,Tuas South,6.0,0.0,32.2,27.9,0,2013-06-17,1.2938,103.6184
399,Admiralty,6.0,0.0,33.2,27.6,0,2013-06-18,1.4439,103.7854
400,Ang Mo Kio,6.0,0.0,34.2,27.1,0,2013-06-18,1.3764,103.8492
401,Changi,6.0,0.0,34.2,27.0,0,2013-06-18,1.3678,103.9826
402,Choa Chu Kang (South),6.0,0.0,34.0,26.4,0,2013-06-18,1.3729,103.7224
403,Clementi,6.0,0.0,33.6,27.3,0,2013-06-18,1.3337,103.7768
404,East Coast Parkway,6.0,0.0,32.9,27.6,0,2013-06-18,1.3134,103.9619
405,Jurong (West),6.0,0.0,33.5,27.0,0,2013-06-18,1.3455,103.6806
406,Jurong Island,6.0,0.0,34.0,28.6,0,2013-06-18,1.2542,103.6741
407,Marina Barrage,6.0,0.0,34.8,28.2,0,2013-06-18,1.2799,103.8703
408,Newton,6.0,0.0,33.3,27.8,0,2013-06-18,1.3106,103.8365
409,Pasir Panjang,6.0,0.0,32.8,29.3,0,2013-06-18,1.281,103.754
410,Paya Lebar,6.0,0.0,35.1,28.4,0,2013-06-18,1.3524,103.9007
411,Pulau Ubin,6.0,0.0,34.0,25.7,0,2013-06-18,1.4168,103.9673
412,Seletar,6.0,0.0,34.8,26.9,0,2013-06-18,1.4166,103.8654
413,Semakau Island,6.0,0.0,31.5,29.6,0,2013-06-18,1.189,103.768
414,Sembawang,6.0,0.0,34.0,24.8,0,2013-06-18,1.4252,103.8202
415,Sentosa Island,6.0,0.0,33.4,28.7,0,2013-06-18,1.25,103.8279
416,Tai Seng,6.0,0.0,34.5,28.7,0,2013-06-18,1.3399,103.8878
417,Tuas South,6.0,0.0,33.3,28.4,0,2013-06-18,1.2938,103.6184
418,Admiralty,6.0,0.0,33.3,27.8,0,2013-06-19,1.4439,103.7854
419,Ang Mo Kio,6.0,0.0,34.3,28.2,0,2013-06-19,1.3764,103.8492
420,Changi,6.0,0.0,34.5,26.8,0,2013-06-19,1.3678,103.9826
421,Choa Chu Kang (South),6.0,0.0,33.8,26.5,0,2013-06-19,1.3729,103.7224
422,Clementi,6.0,0.0,33.7,28.4,0,2013-06-19,1.3337,103.7768
423,East Coast Parkway,6.0,0.0,33.3,27.4,0,2013-06-19,1.3134,103.9619
424,Jurong (West),6.0,0.0,33.3,27.8,0,2013-06-19,1.3455,103.6806
425,Jurong Island,6.0,0.0,33.7,29.1,0,2013-06-19,1.2542,103.6741
426,Marina Barrage,6.0,0.0,34.5,28.7,0,2013-06-19,1.2799,103.8703
427,Newton,6.0,0.0,33.2,28.6,0,2013-06-19,1.3106,103.8365
428,Pasir Panjang,6.0,0.0,32.9,30.0,0,2013-06-19,1.281,103.754
429,Paya Lebar,6.0,0.0,35.2,28.8,0,2013-06-19,1.3524,103.9007
430,Pulau Ubin,6.0,0.0,34.0,24.5,0,2013-06-19,1.4168,103.9673
431,Seletar,6.0,0.0,35.1,26.7,0,2013-06-19,1.4166,103.8654
432,Semakau Island,6.0,0.0,31.9,29.8,0,2013-06-19,1.189,103.768
433,Sembawang,6.0,0.0,34.0,23.8,0,2013-06-19,1.4252,103.8202
434,Sentosa Island,6.0,0.0,33.1,28.9,0,2013-06-19,1.25,103.8279
435,Tai Seng,6.0,0.0,34.6,29.1,0,2013-06-19,1.3399,103.8878
436,Tuas South,6.0,0.0,33.1,28.4,0,2013-06-19,1.2938,103.6184
437,Admiralty,6.0,0.0,32.5,26.4,0,2013-06-20,1.4439,103.7854
438,Ang Mo Kio,6.0,0.0,33.9,27.4,0,2013-06-20,1.3764,103.8492
439,Changi,6.0,0.0,33.9,26.8,0,2013-06-20,1.3678,103.9826
440,Choa Chu Kang (South),6.0,0.0,33.5,25.7,0,2013-06-20,1.3729,103.7224
441,Clementi,6.0,0.0,33.2,27.5,0,2013-06-20,1.3337,103.7768
442,East Coast Parkway,6.0,0.0,33.0,27.2,0,2013-06-20,1.3134,103.9619
443,Jurong (West),6.0,0.0,33.2,26.5,0,2013-06-20,1.3455,103.6806
444,Jurong Island,6.0,0.0,33.5,28.8,0,2013-06-20,1.2542,103.6741
445,Marina Barrage,6.0,0.0,34.3,28.5,0,2013-06-20,1.2799,103.8703
446,Newton,6.0,0.0,32.9,27.6,0,2013-06-20,1.3106,103.8365
447,Pasir Panjang,6.0,0.0,32.6,29.0,0,2013-06-20,1.281,103.754
448,Paya Lebar,6.0,0.0,34.7,29.1,0,2013-06-20,1.3524,103.9007
449,Pulau Ubin,6.0,0.0,33.7,24.4,0,2013-06-20,1.4168,103.9673
450,Seletar,6.0,0.0,34.7,26.8,0,2013-06-20,1.4166,103.8654
451,Semakau Island,6.0,0.0,32.0,29.6,0,2013-06-20,1.189,103.768
452,Sembawang,6.0,0.0,33.7,24.2,0,2013-06-20,1.4252,103.8202
453,Sentosa Island,6.0,0.0,33.0,28.6,0,2013-06-20,1.25,103.8279
454,Tai Seng,6.0,0.0,33.9,28.8,0,2013-06-20,1.3399,103.8878
455,Tuas South,6.0,0.0,32.8,27.9,0,2013-06-20,1.2938,103.6184
456,Admiralty,6.0,0.0,32.3,27.5,0,2013-06-21,1.4439,103.7854
457,Ang Mo Kio,6.0,0.0,33.7,27.6,0,2013-06-21,1.3764,103.8492
458,Changi,6.0,0.0,34.0,27.0,0,2013-06-21,1.3678,103.9826
459,Choa Chu Kang (South),6.0,0.0,33.2,25.4,0,2013-06-21,1.3729,103.7224
460,Clementi,6.0,0.0,32.9,27.5,0,2013-06-21,1.3337,103.7768
461,East Coast Parkway,6.0,0.0,32.6,28.1,0,2013-06-21,1.3134,103.9619
462,Jurong (West),6.0,0.0,33.0,26.6,0,2013-06-21,1.3455,103.6806
463,Jurong Island,6.0,0.0,33.2,28.4,0,2013-06-21,1.2542,103.6741
464,Marina Barrage,6.0,0.0,33.4,28.2,0,2013-06-21,1.2799,103.8703
465,Newton,6.0,0.0,33.2,27.4,0,2013-06-21,1.3106,103.8365
466,Pasir Panjang,6.0,0.0,32.7,28.9,0,2013-06-21,1.281,103.754
467,Paya Lebar,6.0,0.0,35.0,28.4,0,2013-06-21,1.3524,103.9007
468,Pulau Ubin,6.0,0.0,33.7,24.5,0,2013-06-21,1.4168,103.9673
469,Seletar,6.0,0.0,34.8,26.6,0,2013-06-21,1.4166,103.8654
470,Semakau Island,6.0,0.0,31.5,29.3,0,2013-06-21,1.189,103.768
471,Sembawang,6.0,0.0,33.8,24.7,0,2013-06-21,1.4252,103.8202
472,Sentosa Island,6.0,0.0,32.6,28.2,0,2013-06-21,1.25,103.8279
473,Tai Seng,6.0,0.0,33.9,28.4,0,2013-06-21,1.3399,103.8878
474,Tuas South,6.0,0.0,32.6,28.1,0,2013-06-21,1.2938,103.6184
475,Admiralty,6.0,0.0,33.6,27.6,0,2013-06-22,1.4439,103.7854
476,Ang Mo Kio,6.0,0.0,34.6,28.1,0,2013-06-22,1.3764,103.8492
477,Changi,6.0,0.0,33.3,27.5,0,2013-06-22,1.3678,103.9826
478,Choa Chu Kang (South),6.0,0.0,34.3,26.3,0,2013-06-22,1.3729,103.7224
479,Clementi,6.0,0.0,33.3,27.8,0,2013-06-22,1.3337,103.7768
480,East Coast Parkway,6.0,0.0,31.6,28.2,0,2013-06-22,1.3134,103.9619
481,Jurong (West),6.0,0.0,33.6,27.6,0,2013-06-22,1.3455,103.6806
482,Jurong Island,6.0,0.0,34.1,28.7,0,2013-06-22,1.2542,103.6741
483,Marina Barrage,6.0,0.0,34.4,28.7,0,2013-06-22,1.2799,103.8703
484,Newton,6.0,0.0,33.4,28.4,0,2013-06-22,1.3106,103.8365
485,Pasir Panjang,6.0,0.0,32.6,29.3,0,2013-06-22,1.281,103.754
486,Paya Lebar,6.0,0.0,35.3,28.5,0,2013-06-22,1.3524,103.9007
487,Pulau Ubin,6.0,0.0,35.0,25.5,0,2013-06-22,1.4168,103.9673
488,Seletar,6.0,0.0,35.8,27.2,0,2013-06-22,1.4166,103.8654
489,Semakau Island,6.0,0.0,32.3,29.3,0,2013-06-22,1.189,103.768
490,Sembawang,6.0,0.0,34.3,24.7,0,2013-06-22,1.4252,103.8202
491,Sentosa Island,6.0,0.0,33.1,28.5,0,2013-06-22,1.25,103.8279
492,Tai Seng,6.0,0.0,34.5,29.3,0,2013-06-22,1.3399,103.8878
493,Tuas South,6.0,0.0,32.5,28.7,0,2013-06-22,1.2938,103.6184
494,Admiralty,6.0,0.0,34.2,27.2,0,2013-06-23,1.4439,103.7854
495,Ang Mo Kio,6.0,0.0,34.7,28.0,0,2013-06-23,1.3764,103.8492
496,Changi,6.0,0.0,32.9,27.5,0,2013-06-23,1.3678,103.9826
497,Choa Chu Kang (South),6.0,0.0,34.2,26.1,0,2013-06-23,1.3729,103.7224
498,Clementi,6.0,0.0,32.9,27.7,0,2013-06-23,1.3337,103.7768
499,East Coast Parkway,6.0,0.0,31.6,29.2,0,2013-06-23,1.3134,103.9619
500,Jurong (West),6.0,0.0,33.6,28.3,0,2013-06-23,1.3455,103.6806
501,Jurong Island,6.0,0.0,33.8,28.9,0,2013-06-23,1.2542,103.6741
502,Marina Barrage,6.0,0.0,34.7,28.7,0,2013-06-23,1.2799,103.8703
503,Newton,6.0,0.0,33.3,28.6,0,2013-06-23,1.3106,103.8365
504,Pasir Panjang,6.0,0.0,32.7,29.6,0,2013-06-23,1.281,103.754
505,Paya Lebar,6.0,0.0,34.1,28.6,0,2013-06-23,1.3524,103.9007
506,Pulau Ubin,6.0,0.0,34.8,25.2,0,2013-06-23,1.4168,103.9673
507,Seletar,6.0,0.0,35.9,26.9,0,2013-06-23,1.4166,103.8654
508,Semakau Island,6.0,0.0,31.9,29.3,0,2013-06-23,1.189,103.768
509,Sembawang,6.0,0.0,33.9,23.9,0,2013-06-23,1.4252,103.8202
510,Sentosa Island,6.0,0.0,33.3,27.9,0,2013-06-23,1.25,103.8279
511,Tai Seng,6.0,0.0,33.8,29.5,0,2013-06-23,1.3399,103.8878
512,Tuas South,6.0,0.0,33.4,28.5,0,2013-06-23,1.2938,103.6184
513,Admiralty,6.0,0.0,34.6,28.5,18,2013-06-24,1.4439,103.7854
514,Ang Mo Kio,6.0,0.0,34.5,28.4,11,2013-06-24,1.3764,103.8492
515,Changi,6.0,0.0,33.4,28.2,245,2013-06-24,1.3678,103.9826
516,Choa Chu Kang (South),6.0,0.0,34.7,27.3,174,2013-06-24,1.3729,103.7224
517,Clementi,6.0,0.0,33.6,27.9,32,2013-06-24,1.3337,103.7768
518,East Coast Parkway,6.0,0.0,31.3,29.3,53,2013-06-24,1.3134,103.9619
519,Jurong (West),6.0,0.0,34.4,28.2,42,2013-06-24,1.3455,103.6806
520,Jurong Island,6.0,0.0,34.2,28.7,0,2013-06-24,1.2542,103.6741
521,Marina Barrage,6.0,0.0,34.7,29.0,1,2013-06-24,1.2799,103.8703
522,Newton,6.0,0.0,33.8,28.3,65,2013-06-24,1.3106,103.8365
523,Pasir Panjang,6.0,0.0,33.3,29.3,1,2013-06-24,1.281,103.754
524,Paya Lebar,6.0,0.0,33.8,28.8,272,2013-06-24,1.3524,103.9007
525,Pulau Ubin,6.0,0.0,33.6,26.2,0,2013-06-24,1.4168,103.9673
526,Seletar,6.0,0.0,35.4,28.3,0,2013-06-24,1.4166,103.8654
527,Semakau Island,6.0,0.0,32.2,29.0,0,2013-06-24,1.189,103.768
528,Sembawang,6.0,0.0,34.3,25.1,110,2013-06-24,1.4252,103.8202
529,Sentosa Island,6.0,0.0,33.5,28.3,1,2013-06-24,1.25,103.8279
530,Tai Seng,6.0,0.0,33.8,29.2,83,2013-06-24,1.3399,103.8878
531,Tuas South,6.0,0.0,33.8,28.6,0,2013-06-24,1.2938,103.6184
532,Admiralty,6.0,2.4,33.3,24.3,0,2013-06-25,1.4439,103.7854
533,Ang Mo Kio,6.0,0.0,34.1,26.4,0,2013-06-25,1.3764,103.8492
534,Changi,6.0,0.0,33.7,27.2,0,2013-06-25,1.3678,103.9826
535,Choa Chu Kang (South),6.0,29.6,33.7,20.6,0,2013-06-25,1.3729,103.7224
536,Clementi,6.0,15.8,32.3,21.3,0,2013-06-25,1.3337,103.7768
537,East Coast Parkway,6.0,0.0,31.0,28.2,0,2013-06-25,1.3134,103.9619
538,Jurong (West),6.0,17.8,33.3,21.4,0,2013-06-25,1.3455,103.6806
539,Jurong Island,6.0,0.0,32.8,26.7,0,2013-06-25,1.2542,103.6741
540,Marina Barrage,6.0,0.2,34.7,28.2,0,2013-06-25,1.2799,103.8703
541,Newton,6.0,5.8,33.5,25.0,0,2013-06-25,1.3106,103.8365
542,Pasir Panjang,6.0,3.2,32.6,25.8,0,2013-06-25,1.281,103.754
543,Paya Lebar,6.0,16.7,34.9,26.5,0,2013-06-25,1.3524,103.9007
544,Pulau Ubin,6.0,4.0,33.9,24.3,0,2013-06-25,1.4168,103.9673
545,Seletar,6.0,0.6,34.1,26.7,0,2013-06-25,1.4166,103.8654
546,Semakau Island,6.0,0.0,32.8,27.6,0,2013-06-25,1.189,103.768
547,Sembawang,6.0,0.0,34.4,24.3,0,2013-06-25,1.4252,103.8202
548,Sentosa Island,6.0,0.4,32.5,27.0,0,2013-06-25,1.25,103.8279
549,Tai Seng,6.0,18.2,34.2,25.0,0,2013-06-25,1.3399,103.8878
550,Tuas South,6.0,2.6,32.8,24.9,0,2013-06-25,1.2938,103.6184
551,Admiralty,6.0,1.0,29.8,25.1,0,2013-06-26,1.4439,103.7854
552,Ang Mo Kio,6.0,1.2,29.8,25.0,0,2013-06-26,1.3764,103.8492
553,Changi,6.0,7.0,30.0,23.0,0,2013-06-26,1.3678,103.9826
554,Choa Chu Kang (South),6.0,33.4,29.7,22.8,0,2013-06-26,1.3729,103.7224
555,Clementi,6.0,24.4,29.9,22.5,0,2013-06-26,1.3337,103.7768
556,East Coast Parkway,6.0,18.6,30.0,23.4,0,2013-06-26,1.3134,103.9619
557,Jurong (West),6.0,22.6,29.7,22.1,0,2013-06-26,1.3455,103.6806
558,Jurong Island,6.0,40.4,30.7,22.6,0,2013-06-26,1.2542,103.6741
559,Marina Barrage,6.0,7.8,32.0,25.1,0,2013-06-26,1.2799,103.8703
560,Newton,6.0,14.0,29.9,24.0,0,2013-06-26,1.3106,103.8365
561,Pasir Panjang,6.0,29.6,30.7,23.1,0,2013-06-26,1.281,103.754
562,Paya Lebar,6.0,3.8,31.0,24.7,0,2013-06-26,1.3524,103.9007
563,Pulau Ubin,6.0,2.8,30.1,23.4,0,2013-06-26,1.4168,103.9673
564,Seletar,6.0,1.0,30.3,24.7,0,2013-06-26,1.4166,103.8654
565,Semakau Island,6.0,15.6,30.4,23.6,0,2013-06-26,1.189,103.768
566,Sembawang,6.0,3.0,30.3,24.2,0,2013-06-26,1.4252,103.8202
567,Sentosa Island,6.0,5.4,30.4,24.3,0,2013-06-26,1.25,103.8279
568,Tai Seng,6.0,11.6,30.5,23.7,0,2013-06-26,1.3399,103.8878
569,Tuas South,6.0,5.4,29.4,23.6,0,2013-06-26,1.2938,103.6184
570,Admiralty,6.0,0.0,32.6,26.3,0,2013-06-27,1.4439,103.7854
571,Ang Mo Kio,6.0,0.0,33.4,26.1,0,2013-06-27,1.3764,103.8492
572,Changi,6.0,0.0,32.4,26.3,0,2013-06-27,1.3678,103.9826
573,Choa Chu Kang (South),6.0,0.0,32.8,25.2,0,2013-06-27,1.3729,103.7224
574,Clementi,6.0,0.2,32.7,25.7,0,2013-06-27,1.3337,103.7768
575,East Coast Parkway,6.0,0.0,30.4,27.4,0,2013-06-27,1.3134,103.9619
576,Jurong (West),6.0,0.0,32.2,25.2,0,2013-06-27,1.3455,103.6806
577,Jurong Island,6.0,0.0,31.9,26.6,0,2013-06-27,1.2542,103.6741
578,Marina Barrage,6.0,0.0,32.8,27.6,0,2013-06-27,1.2799,103.8703
579,Newton,6.0,0.0,32.4,26.4,0,2013-06-27,1.3106,103.8365
580,Pasir Panjang,6.0,0.0,31.6,27.2,0,2013-06-27,1.281,103.754
581,Paya Lebar,6.0,0.0,33.8,26.9,0,2013-06-27,1.3524,103.9007
582,Pulau Ubin,6.0,0.0,34.2,25.0,0,2013-06-27,1.4168,103.9673
583,Seletar,6.0,0.0,34.5,26.0,0,2013-06-27,1.4166,103.8654
584,Semakau Island,6.0,0.0,30.2,27.8,0,2013-06-27,1.189,103.768
585,Sembawang,6.0,0.0,33.4,23.6,0,2013-06-27,1.4252,103.8202
586,Sentosa Island,6.0,0.0,32.3,27.4,0,2013-06-27,1.25,103.8279
587,Tai Seng,6.0,0.0,33.2,27.5,0,2013-06-27,1.3399,103.8878
588,Tuas South,6.0,0.0,31.5,26.0,0,2013-06-27,1.2938,103.6184
589,Admiralty,6.0,0.0,32.5,26.8,0,2013-06-28,1.4439,103.7854
590,Ang Mo Kio,6.0,5.4,32.5,25.2,0,2013-06-28,1.3764,103.8492
591,Changi,6.0,0.2,32.1,25.8,0,2013-06-28,1.3678,103.9826
592,Choa Chu Kang (South),6.0,0.6,32.1,25.4,0,2013-06-28,1.3729,103.7224
593,Clementi,6.0,0.4,32.1,26.1,0,2013-06-28,1.3337,103.7768
594,East Coast Parkway,6.0,0.0,30.5,26.4,0,2013-06-28,1.3134,103.9619
595,Jurong (West),6.0,0.4,32.1,26.4,0,2013-06-28,1.3455,103.6806
596,Jurong Island,6.0,0.0,32.0,27.3,0,2013-06-28,1.2542,103.6741
597,Marina Barrage,6.0,0.0,32.5,26.8,0,2013-06-28,1.2799,103.8703
598,Newton,6.0,7.4,31.8,25.9,0,2013-06-28,1.3106,103.8365
599,Pasir Panjang,6.0,0.0,31.9,27.9,0,2013-06-28,1.281,103.754
600,Paya Lebar,6.0,13.8,32.9,24.7,0,2013-06-28,1.3524,103.9007
601,Pulau Ubin,6.0,11.0,32.7,23.7,0,2013-06-28,1.4168,103.9673
602,Seletar,6.0,2.0,34.5,26.0,0,2013-06-28,1.4166,103.8654
603,Semakau Island,6.0,0.0,30.3,28.2,0,2013-06-28,1.189,103.768
604,Sembawang,6.0,0.0,33.3,23.6,0,2013-06-28,1.4252,103.8202
605,Sentosa Island,6.0,1.6,32.1,26.9,0,2013-06-28,1.25,103.8279
606,Tai Seng,6.0,10.8,32.4,24.4,0,2013-06-28,1.3399,103.8878
607,Tuas South,6.0,0.2,31.0,26.8,0,2013-06-28,1.2938,103.6184
608,Admiralty,6.0,0.0,32.8,26.6,0,2013-06-29,1.4439,103.7854
609,Ang Mo Kio,6.0,0.0,33.0,26.8,0,2013-06-29,1.3764,103.8492
610,Changi,6.0,0.0,32.0,26.6,0,2013-06-29,1.3678,103.9826
611,Choa Chu Kang (South),6.0,0.0,32.2,25.7,0,2013-06-29,1.3729,103.7224
612,Clementi,6.0,0.0,32.5,26.6,0,2013-06-29,1.3337,103.7768
613,East Coast Parkway,6.0,0.0,30.2,27.4,0,2013-06-29,1.3134,103.9619
614,Jurong (West),6.0,0.0,31.7,25.9,0,2013-06-29,1.3455,103.6806
615,Jurong Island,6.0,0.0,32.6,27.9,0,2013-06-29,1.2542,103.6741
616,Marina Barrage,6.0,0.8,32.8,27.9,0,2013-06-29,1.2799,103.8703
617,Newton,6.0,0.0,32.1,27.4,0,2013-06-29,1.3106,103.8365
618,Pasir Panjang,6.0,0.4,31.1,28.1,0,2013-06-29,1.281,103.754
619,Paya Lebar,6.0,0.3,33.8,26.8,0,2013-06-29,1.3524,103.9007
620,Pulau Ubin,6.0,8.2,33.0,25.1,0,2013-06-29,1.4168,103.9673
621,Seletar,6.0,8.7,33.3,26.7,0,2013-06-29,1.4166,103.8654
622,Semakau Island,6.0,1.0,30.3,28.9,0,2013-06-29,1.189,103.768
623,Sembawang,6.0,0.0,32.8,24.6,0,2013-06-29,1.4252,103.8202
624,Sentosa Island,6.0,0.6,31.7,27.4,0,2013-06-29,1.25,103.8279
625,Tai Seng,6.0,0.0,33.3,27.9,0,2013-06-29,1.3399,103.8878
626,Tuas South,6.0,0.0,31.5,27.3,0,2013-06-29,1.2938,103.6184
627,Admiralty,6.0,12.8,29.2,23.4,0,2013-06-30,1.4439,103.7854
628,Ang Mo Kio,6.0,0.0,29.5,25.0,0,2013-06-30,1.3764,103.8492
